bigram	frequency	relative frequency	mutual information
goddamn niggers	1.0	1.6828783952071623e-05	0.00016021452269089103
ancient classic	1.0	1.6828783952071623e-05	0.000266906488677977
hino talked	1.0	1.6828783952071623e-05	0.00013541005316222466
make jesus	1.0	1.6828783952071623e-05	7.598644754938843e-05
violent feelings	1.0	1.6828783952071623e-05	0.00023324892077383375
strangled sound	1.0	1.6828783952071623e-05	0.000266906488677977
expressed pure	1.0	1.6828783952071623e-05	0.0001995913528696905
clever mr	1.0	1.6828783952071623e-05	0.000266906488677977
longer monsieur	1.0	1.6828783952071623e-05	0.00014624536987614754
wind eli	1.0	1.6828783952071623e-05	0.00021356050568443403
heavy timbers	1.0	1.6828783952071623e-05	0.00014624536987614754
gray tweed	1.0	1.6828783952071623e-05	0.00012144090034748117
eli corault	1.0	1.6828783952071623e-05	0.00021356050568443403
room collecting	1.0	1.6828783952071623e-05	6.420823506724516e-05
entrance hall	1.0	1.6828783952071623e-05	0.00021356050568443403
great speed	1.0	1.6828783952071623e-05	9.861864915726079e-05
wide cut	1.0	1.6828783952071623e-05	0.00017990293778029075
confounded moll	1.0	1.6828783952071623e-05	0.000266906488677977
oil geologist	1.0	1.6828783952071623e-05	0.00017241774975779243
car mark	1.0	1.6828783952071623e-05	0.00014624536987614754
daughter debora	1.0	1.6828783952071623e-05	0.0001995913528696905
evening turned	1.0	1.6828783952071623e-05	0.00012933243054293143
enthusiastic forays	1.0	1.6828783952071623e-05	0.000266906488677977
torches lighting	1.0	1.6828783952071623e-05	0.00023324892077383375
sports car	1.0	1.6828783952071623e-05	0.000266906488677977
queen anne	1.0	1.6828783952071623e-05	0.00021356050568443403
mrs charles	1.0	1.6828783952071623e-05	8.65843182825651e-05
bout takin	1.0	1.6828783952071623e-05	0.000266906488677977
talk shop	1.0	1.6828783952071623e-05	0.00013541005316222466
axe pa	1.0	1.6828783952071623e-05	0.0001995913528696905
welcoming arms	1.0	1.6828783952071623e-05	0.000266906488677977
shoulder winston	1.0	1.6828783952071623e-05	0.0001550984682516244
sectioned plate	1.0	1.6828783952071623e-05	0.000266906488677977
mon mon	1.0	1.6828783952071623e-05	0.00023324892077383375
mark held	1.0	1.6828783952071623e-05	0.00013227621706140403
confederate forces	1.0	1.6828783952071623e-05	0.00023324892077383375
lunged growling	1.0	1.6828783952071623e-05	0.00023324892077383375
half humorous	1.0	1.6828783952071623e-05	0.00012655695478674776
imaginary holes	1.0	1.6828783952071623e-05	0.00023324892077383375
company technician	1.0	1.6828783952071623e-05	0.00013541005316222466
glass chandelier	1.0	1.6828783952071623e-05	0.0001550984682516244
british army	1.0	1.6828783952071623e-05	0.00017990293778029075
son eyes	1.0	1.6828783952071623e-05	0.00012144090034748117
fingers removed	1.0	1.6828783952071623e-05	0.00014235868758945454
high window	1.0	1.6828783952071623e-05	0.00011258780197200428
handsome booby	1.0	1.6828783952071623e-05	0.0001995913528696905
empty bench	1.0	1.6828783952071623e-05	0.00014624536987614754
detroit fellow	1.0	1.6828783952071623e-05	0.00023324892077383375
wheel loosely	1.0	1.6828783952071623e-05	0.0001995913528696905
show concern	1.0	1.6828783952071623e-05	0.00014624536987614754
past farms	1.0	1.6828783952071623e-05	0.00012144090034748117
shattered trees	1.0	1.6828783952071623e-05	0.000266906488677977
funeral parlor	1.0	1.6828783952071623e-05	0.0001995913528696905
professional interests	1.0	1.6828783952071623e-05	0.00023324892077383375
pattern mollie	1.0	1.6828783952071623e-05	0.0001550984682516244
thin spur	1.0	1.6828783952071623e-05	0.00012933243054293143
buy tractors	1.0	1.6828783952071623e-05	0.00018875603615576766
valley assumed	1.0	1.6828783952071623e-05	0.00014235868758945454
big farms	1.0	1.6828783952071623e-05	7.504355178116803e-05
matron ten	1.0	1.6828783952071623e-05	0.000266906488677977
lipowa 7	1.0	1.6828783952071623e-05	0.000266906488677977
great victory	1.0	1.6828783952071623e-05	9.861864915726079e-05
eat dinner	1.0	1.6828783952071623e-05	0.00018875603615576766
couch reading	1.0	1.6828783952071623e-05	0.00021356050568443403
received permission	1.0	1.6828783952071623e-05	0.00021356050568443403
sergeant moll	1.0	1.6828783952071623e-05	0.00021356050568443403
bud dodington	1.0	1.6828783952071623e-05	0.000266906488677977
negroes lived	1.0	1.6828783952071623e-05	0.0001995913528696905
night air	1.0	1.6828783952071623e-05	7.231998154174266e-05
fell heavily	1.0	1.6828783952071623e-05	0.00014624536987614754
ll slug	1.0	1.6828783952071623e-05	8.54141988601062e-05
stood guard	1.0	1.6828783952071623e-05	8.65843182825651e-05
unspeakable abuses	1.0	1.6828783952071623e-05	0.000266906488677977
butter jam	1.0	1.6828783952071623e-05	0.00017990293778029075
church points	1.0	1.6828783952071623e-05	7.14450460453627e-05
thunder crashed	1.0	1.6828783952071623e-05	0.00023324892077383375
vice flourished	1.0	1.6828783952071623e-05	0.00017241774975779243
tender green	1.0	1.6828783952071623e-05	0.00023324892077383375
put leading	1.0	1.6828783952071623e-05	8.901270459591152e-05
bad incident	1.0	1.6828783952071623e-05	0.00012933243054293143
perspiration trembling	1.0	1.6828783952071623e-05	0.000266906488677977
2130 hours	1.0	1.6828783952071623e-05	0.000266906488677977
striking repeatedly	1.0	1.6828783952071623e-05	0.0001995913528696905
faint mist	1.0	1.6828783952071623e-05	0.00018875603615576766
beefy violent	1.0	1.6828783952071623e-05	0.000266906488677977
evidently surprising	1.0	1.6828783952071623e-05	0.00021356050568443403
lousy goddamn	1.0	1.6828783952071623e-05	0.00023324892077383375
white gentlemen	1.0	1.6828783952071623e-05	7.995253722303988e-05
sweet hairtonic	1.0	1.6828783952071623e-05	0.00011907176676424945
cruel obscene	1.0	1.6828783952071623e-05	0.00018875603615576766
asses kicked	1.0	1.6828783952071623e-05	0.000266906488677977
file fear	1.0	1.6828783952071623e-05	0.00023324892077383375
thing led	1.0	1.6828783952071623e-05	0.00010175248525808141
flattered geese	1.0	1.6828783952071623e-05	0.00021356050568443403
stock market	1.0	1.6828783952071623e-05	0.00017241774975779243
illusion gazing	1.0	1.6828783952071623e-05	0.00023324892077383375
obscenities cursing	1.0	1.6828783952071623e-05	0.000266906488677977
shelley wrote	1.0	1.6828783952071623e-05	0.00016021452269089103
pachinko parlor	1.0	1.6828783952071623e-05	0.000266906488677977
languishing byron	1.0	1.6828783952071623e-05	0.000266906488677977
state rock	1.0	1.6828783952071623e-05	0.00013541005316222466
easy success	1.0	1.6828783952071623e-05	0.00014235868758945454
colts beau	1.0	1.6828783952071623e-05	0.000266906488677977
mary presented	1.0	1.6828783952071623e-05	0.00011258780197200428
claude de	1.0	1.6828783952071623e-05	0.000266906488677977
started dizzily	1.0	1.6828783952071623e-05	0.00012655695478674776
gray eyes	1.0	1.6828783952071623e-05	0.00012144090034748117
stomach rose	1.0	1.6828783952071623e-05	0.00021356050568443403
stock rector	1.0	1.6828783952071623e-05	0.00017241774975779243
good father	1.0	1.6828783952071623e-05	6.65027220465316e-05
timber supports	1.0	1.6828783952071623e-05	0.00023324892077383375
parish face	1.0	1.6828783952071623e-05	0.000266906488677977
2230 hours	1.0	1.6828783952071623e-05	0.000266906488677977
told warren	1.0	1.6828783952071623e-05	7.893023406786103e-05
horse leaped	1.0	1.6828783952071623e-05	0.00012144090034748117
turn back	1.0	1.6828783952071623e-05	0.00016021452269089103
hopeful hints	1.0	1.6828783952071623e-05	0.000266906488677977
bounced till	1.0	1.6828783952071623e-05	0.0001995913528696905
chief syndic	1.0	1.6828783952071623e-05	0.00016593378496554729
abel looked	1.0	1.6828783952071623e-05	0.00013227621706140403
time confronted	1.0	1.6828783952071623e-05	4.1855143143218224e-05
crack joel	1.0	1.6828783952071623e-05	0.00021356050568443403
group maintained	1.0	1.6828783952071623e-05	0.00014624536987614754
occur months	1.0	1.6828783952071623e-05	0.0001995913528696905
drafting board	1.0	1.6828783952071623e-05	0.000266906488677977
lift don	1.0	1.6828783952071623e-05	0.00021356050568443403
england greatcoat	1.0	1.6828783952071623e-05	0.000266906488677977
prepare tea	1.0	1.6828783952071623e-05	0.0001995913528696905
caroli sought	1.0	1.6828783952071623e-05	0.00021356050568443403
erect clutching	1.0	1.6828783952071623e-05	0.00021356050568443403
slanting hand	1.0	1.6828783952071623e-05	0.00023324892077383375
utterly impossible	1.0	1.6828783952071623e-05	0.000266906488677977
depot po	1.0	1.6828783952071623e-05	0.000266906488677977
short destroyed	1.0	1.6828783952071623e-05	0.00014624536987614754
stoutly replying	1.0	1.6828783952071623e-05	0.000266906488677977
rough starting	1.0	1.6828783952071623e-05	0.00018875603615576766
chicken yeah	1.0	1.6828783952071623e-05	0.00018875603615576766
beauty high	1.0	1.6828783952071623e-05	0.00021356050568443403
lap palms	1.0	1.6828783952071623e-05	0.00017241774975779243
moment interested	1.0	1.6828783952071623e-05	9.289938688260452e-05
tray winston	1.0	1.6828783952071623e-05	0.00017241774975779243
head sabine	1.0	1.6828783952071623e-05	7.058559694882817e-05
chicken noises	1.0	1.6828783952071623e-05	0.00018875603615576766
empty building	1.0	1.6828783952071623e-05	0.00014624536987614754
john sighed	1.0	1.6828783952071623e-05	8.54141988601062e-05
understand sergeant	1.0	1.6828783952071623e-05	0.00012655695478674776
personally sloppy	1.0	1.6828783952071623e-05	0.000266906488677977
head mines	1.0	1.6828783952071623e-05	7.058559694882817e-05
predictable life	1.0	1.6828783952071623e-05	0.000266906488677977
good meals	1.0	1.6828783952071623e-05	6.65027220465316e-05
directory didn	1.0	1.6828783952071623e-05	0.000266906488677977
hastily scanned	1.0	1.6828783952071623e-05	0.000266906488677977
deep breath	1.0	1.6828783952071623e-05	0.00014235868758945454
dress citron	1.0	1.6828783952071623e-05	0.00017241774975779243
good city	1.0	1.6828783952071623e-05	6.65027220465316e-05
press corps	1.0	1.6828783952071623e-05	0.00018875603615576766
council preach	1.0	1.6828783952071623e-05	0.00017990293778029075
asked taking	1.0	1.6828783952071623e-05	7.694801572941505e-05
voltaire perseveres	1.0	1.6828783952071623e-05	0.00016593378496554729
understood grabski	1.0	1.6828783952071623e-05	0.00018875603615576766
exuberant full	1.0	1.6828783952071623e-05	0.000266906488677977
entered feeling	1.0	1.6828783952071623e-05	0.00016593378496554729
painful weeks	1.0	1.6828783952071623e-05	0.0001995913528696905
fox terrier	1.0	1.6828783952071623e-05	0.00023324892077383375
names lipowa	1.0	1.6828783952071623e-05	0.00017990293778029075
grizzled hair	1.0	1.6828783952071623e-05	0.000266906488677977
painted yellow	1.0	1.6828783952071623e-05	0.00021356050568443403
knees watching	1.0	1.6828783952071623e-05	0.0001995913528696905
dim underwater	1.0	1.6828783952071623e-05	0.0001995913528696905
renoir painting	1.0	1.6828783952071623e-05	0.000266906488677977
square raftered	1.0	1.6828783952071623e-05	0.00016021452269089103
time passed	1.0	1.6828783952071623e-05	4.1855143143218224e-05
strange fires	1.0	1.6828783952071623e-05	0.000150470434063952
sweaty anticipation	1.0	1.6828783952071623e-05	0.00021356050568443403
argiento brought	1.0	1.6828783952071623e-05	0.00014235868758945454
blackout regulations	1.0	1.6828783952071623e-05	0.000266906488677977
stevie flared	1.0	1.6828783952071623e-05	0.00012655695478674776
phone booth	1.0	1.6828783952071623e-05	0.00017241774975779243
hung slightly	1.0	1.6828783952071623e-05	0.00013876018185364917
bed knew	1.0	1.6828783952071623e-05	0.00010510261394950596
news bomb	1.0	1.6828783952071623e-05	0.00013876018185364917
knowledge gained	1.0	1.6828783952071623e-05	0.0001995913528696905
peace loving	1.0	1.6828783952071623e-05	0.0001995913528696905
sickish sweet	1.0	1.6828783952071623e-05	0.000266906488677977
specimentalia lay	1.0	1.6828783952071623e-05	0.000266906488677977
goddamn log	1.0	1.6828783952071623e-05	0.00016021452269089103
feel bold	1.0	1.6828783952071623e-05	0.00012655695478674776
felt assured	1.0	1.6828783952071623e-05	6.974109555329013e-05
tri state	1.0	1.6828783952071623e-05	0.000266906488677977
pp petits	1.0	1.6828783952071623e-05	0.000266906488677977
pastor grew	1.0	1.6828783952071623e-05	0.00016593378496554729
watson paused	1.0	1.6828783952071623e-05	9.56748626387882e-05
trips abroad	1.0	1.6828783952071623e-05	0.00023324892077383375
daughter edwina	1.0	1.6828783952071623e-05	0.0001995913528696905
lips trembling	1.0	1.6828783952071623e-05	0.00013541005316222466
giles overreach	1.0	1.6828783952071623e-05	0.000266906488677977
nice imitation	1.0	1.6828783952071623e-05	0.0001995913528696905
time plays	1.0	1.6828783952071623e-05	4.1855143143218224e-05
coffee warming	1.0	1.6828783952071623e-05	0.00013227621706140403
ball directly	1.0	1.6828783952071623e-05	0.000150470434063952
nut house	1.0	1.6828783952071623e-05	0.000266906488677977
bend close	1.0	1.6828783952071623e-05	0.0001995913528696905
eyes leave	1.0	1.6828783952071623e-05	6.729229401731645e-05
gross boy	1.0	1.6828783952071623e-05	0.000266906488677977
camp emptied	1.0	1.6828783952071623e-05	0.00014624536987614754
speech faltered	1.0	1.6828783952071623e-05	0.0001995913528696905
hall table	1.0	1.6828783952071623e-05	0.00010339866345743338
evildoers contemplate	1.0	1.6828783952071623e-05	0.000266906488677977
fourth step	1.0	1.6828783952071623e-05	0.00017241774975779243
terrible vision	1.0	1.6828783952071623e-05	0.00021356050568443403
horse shied	1.0	1.6828783952071623e-05	0.00012144090034748117
firm hand	1.0	1.6828783952071623e-05	0.00018875603615576766
road kate	1.0	1.6828783952071623e-05	9.426729723558308e-05
mothers mrs	1.0	1.6828783952071623e-05	0.0001995913528696905
fucken niggers	1.0	1.6828783952071623e-05	0.00017990293778029075
cousin wife	1.0	1.6828783952071623e-05	0.00012655695478674776
nosed man	1.0	1.6828783952071623e-05	0.000266906488677977
special strength	1.0	1.6828783952071623e-05	0.00018875603615576766
spy eileen	1.0	1.6828783952071623e-05	0.00023324892077383375
skies grew	1.0	1.6828783952071623e-05	0.000266906488677977
tongue depressors	1.0	1.6828783952071623e-05	0.00023324892077383375
tepid water	1.0	1.6828783952071623e-05	0.000266906488677977
cousin lura	1.0	1.6828783952071623e-05	0.00012655695478674776
interim shouted	1.0	1.6828783952071623e-05	0.000266906488677977
bath towel	1.0	1.6828783952071623e-05	0.000266906488677977
private residence	1.0	1.6828783952071623e-05	0.00017241774975779243
short play	1.0	1.6828783952071623e-05	0.00014624536987614754
car swallowed	1.0	1.6828783952071623e-05	0.00014624536987614754
chickens shut	1.0	1.6828783952071623e-05	0.00023324892077383375
pastor thought	1.0	1.6828783952071623e-05	0.00016593378496554729
grazing cattle	1.0	1.6828783952071623e-05	0.000266906488677977
avoid striking	1.0	1.6828783952071623e-05	0.000266906488677977
russet velvet	1.0	1.6828783952071623e-05	0.000266906488677977
group participation	1.0	1.6828783952071623e-05	0.00014624536987614754
collared shirt	1.0	1.6828783952071623e-05	0.000266906488677977
unfertile land	1.0	1.6828783952071623e-05	0.000266906488677977
mcfeeley unable	1.0	1.6828783952071623e-05	0.00014624536987614754
graceful swingy	1.0	1.6828783952071623e-05	0.000266906488677977
study guiding	1.0	1.6828783952071623e-05	0.00014624536987614754
flower beds	1.0	1.6828783952071623e-05	0.00018875603615576766
purple dusk	1.0	1.6828783952071623e-05	0.00021356050568443403
house american	1.0	1.6828783952071623e-05	6.0609729331439834e-05
brothers turned	1.0	1.6828783952071623e-05	0.0001995913528696905
royal stables	1.0	1.6828783952071623e-05	0.00017990293778029075
pervading beauty	1.0	1.6828783952071623e-05	0.000266906488677977
stephen pray	1.0	1.6828783952071623e-05	0.00021356050568443403
objective sat	1.0	1.6828783952071623e-05	0.00021356050568443403
unself conscious	1.0	1.6828783952071623e-05	0.000266906488677977
noble horses	1.0	1.6828783952071623e-05	0.000266906488677977
st eloi	1.0	1.6828783952071623e-05	0.00021356050568443403
eyes winston	1.0	1.6828783952071623e-05	6.729229401731645e-05
thought ma	1.0	1.6828783952071623e-05	5.661644413408468e-05
stone sculpture	1.0	1.6828783952071623e-05	0.000150470434063952
stooping staring	1.0	1.6828783952071623e-05	0.00023324892077383375
martha picked	1.0	1.6828783952071623e-05	0.00023324892077383375
mind closed	1.0	1.6828783952071623e-05	9.861864915726079e-05
delighted clucks	1.0	1.6828783952071623e-05	0.00021356050568443403
distant ship	1.0	1.6828783952071623e-05	0.00021356050568443403
successfully started	1.0	1.6828783952071623e-05	0.000266906488677977
doves chattering	1.0	1.6828783952071623e-05	0.000266906488677977
long islands	1.0	1.6828783952071623e-05	7.058559694882817e-05
schoolroom kate	1.0	1.6828783952071623e-05	0.00021356050568443403
checked watson	1.0	1.6828783952071623e-05	0.0001995913528696905
faced nuns	1.0	1.6828783952071623e-05	0.00021356050568443403
snow snoring	1.0	1.6828783952071623e-05	0.00012933243054293143
rip open	1.0	1.6828783952071623e-05	0.000266906488677977
cold winter	1.0	1.6828783952071623e-05	0.00013541005316222466
closet good	1.0	1.6828783952071623e-05	0.0001995913528696905
case offered	1.0	1.6828783952071623e-05	0.0001550984682516244
hateful hard	1.0	1.6828783952071623e-05	0.00023324892077383375
beverly cleaned	1.0	1.6828783952071623e-05	0.00023324892077383375
jagged hills	1.0	1.6828783952071623e-05	0.00023324892077383375
nights till	1.0	1.6828783952071623e-05	0.00017241774975779243
silver tea	1.0	1.6828783952071623e-05	0.00017990293778029075
entertain hans	1.0	1.6828783952071623e-05	0.000266906488677977
cuddleback brook	1.0	1.6828783952071623e-05	0.000266906488677977
watson bent	1.0	1.6828783952071623e-05	9.56748626387882e-05
heavy coated	1.0	1.6828783952071623e-05	0.00014624536987614754
closed tight	1.0	1.6828783952071623e-05	0.00012933243054293143
cruel clearness	1.0	1.6828783952071623e-05	0.00018875603615576766
born critic	1.0	1.6828783952071623e-05	0.00021356050568443403
night alex	1.0	1.6828783952071623e-05	7.231998154174266e-05
irritably exact	1.0	1.6828783952071623e-05	0.000266906488677977
pearl gray	1.0	1.6828783952071623e-05	0.000266906488677977
prefer workmen	1.0	1.6828783952071623e-05	0.00023324892077383375
fifteen thousand	1.0	1.6828783952071623e-05	0.0001995913528696905
towels apparently	1.0	1.6828783952071623e-05	0.00017990293778029075
cotton aprons	1.0	1.6828783952071623e-05	0.00021356050568443403
high ceilinged	1.0	1.6828783952071623e-05	0.00011258780197200428
tudor style	1.0	1.6828783952071623e-05	0.000266906488677977
place back	1.0	1.6828783952071623e-05	8.427161423073196e-05
papa preached	1.0	1.6828783952071623e-05	0.00010870111968531128
bishop looked	1.0	1.6828783952071623e-05	0.0001995913528696905
eternal wrath	1.0	1.6828783952071623e-05	0.0001995913528696905
shouted throw	1.0	1.6828783952071623e-05	0.00017990293778029075
scout bugle	1.0	1.6828783952071623e-05	0.000266906488677977
squad leaders	1.0	1.6828783952071623e-05	0.00016593378496554729
female unlike	1.0	1.6828783952071623e-05	0.00023324892077383375
items sold	1.0	1.6828783952071623e-05	0.000266906488677977
run sweat	1.0	1.6828783952071623e-05	0.00014624536987614754
questions knocks	1.0	1.6828783952071623e-05	0.000150470434063952
picked things	1.0	1.6828783952071623e-05	0.00016021452269089103
astor steps	1.0	1.6828783952071623e-05	0.00023324892077383375
man scratching	1.0	1.6828783952071623e-05	3.284515414238834e-05
colored people	1.0	1.6828783952071623e-05	0.0001550984682516244
brother accompany	1.0	1.6828783952071623e-05	0.00016021452269089103
moving british	1.0	1.6828783952071623e-05	0.00013876018185364917
gaspard favre	1.0	1.6828783952071623e-05	0.000266906488677977
bare trees	1.0	1.6828783952071623e-05	0.00021356050568443403
east illegal	1.0	1.6828783952071623e-05	0.000150470434063952
tl concorde	1.0	1.6828783952071623e-05	0.00021356050568443403
street hasn	1.0	1.6828783952071623e-05	0.00010510261394950596
carefully packed	1.0	1.6828783952071623e-05	0.00013876018185364917
trusted messenger	1.0	1.6828783952071623e-05	0.00021356050568443403
sleepy ribbon	1.0	1.6828783952071623e-05	0.00018875603615576766
cut glass	1.0	1.6828783952071623e-05	0.0001550984682516244
cackly wails	1.0	1.6828783952071623e-05	0.000266906488677977
dirty stream	1.0	1.6828783952071623e-05	0.00016021452269089103
restlessly cracked	1.0	1.6828783952071623e-05	0.000266906488677977
ole lob	1.0	1.6828783952071623e-05	0.00018875603615576766
petits dejeuners	1.0	1.6828783952071623e-05	0.000266906488677977
father sat	1.0	1.6828783952071623e-05	0.00011258780197200428
spur steeple	1.0	1.6828783952071623e-05	0.000266906488677977
cigar box	1.0	1.6828783952071623e-05	0.000266906488677977
great greek	1.0	1.6828783952071623e-05	9.861864915726079e-05
fingers petrified	1.0	1.6828783952071623e-05	0.00014235868758945454
bird flock	1.0	1.6828783952071623e-05	0.00017241774975779243
exciting premonitions	1.0	1.6828783952071623e-05	0.00021356050568443403
gentle manners	1.0	1.6828783952071623e-05	0.00018875603615576766
rocky soil	1.0	1.6828783952071623e-05	0.000266906488677977
family named	1.0	1.6828783952071623e-05	0.00014235868758945454
gusto liberally	1.0	1.6828783952071623e-05	0.000266906488677977
money mose	1.0	1.6828783952071623e-05	0.00012144090034748117
jaw open	1.0	1.6828783952071623e-05	0.00023324892077383375
perpetual dissenter	1.0	1.6828783952071623e-05	0.000266906488677977
officer surprised	1.0	1.6828783952071623e-05	0.00013876018185364917
stalls storing	1.0	1.6828783952071623e-05	0.000266906488677977
spoke differently	1.0	1.6828783952071623e-05	0.00017241774975779243
unimaginable things	1.0	1.6828783952071623e-05	0.000266906488677977
saving hatless	1.0	1.6828783952071623e-05	0.000266906488677977
voice pleaded	1.0	1.6828783952071623e-05	9.426729723558308e-05
feel hate	1.0	1.6828783952071623e-05	0.00012655695478674776
wrist drew	1.0	1.6828783952071623e-05	0.00023324892077383375
recommendation sposato	1.0	1.6828783952071623e-05	0.000266906488677977
crows ludie	1.0	1.6828783952071623e-05	0.000266906488677977
dirty reactionary	1.0	1.6828783952071623e-05	0.00016021452269089103
holy scriptures	1.0	1.6828783952071623e-05	0.00023324892077383375
undershirt cursing	1.0	1.6828783952071623e-05	0.00021356050568443403
objects christmas	1.0	1.6828783952071623e-05	0.0001995913528696905
rare birds	1.0	1.6828783952071623e-05	0.00023324892077383375
rector announced	1.0	1.6828783952071623e-05	9.861864915726079e-05
messieurs vous	1.0	1.6828783952071623e-05	0.000266906488677977
ulanys hell	1.0	1.6828783952071623e-05	0.00021356050568443403
short sermon	1.0	1.6828783952071623e-05	0.00014624536987614754
body sag	1.0	1.6828783952071623e-05	9.861864915726079e-05
bed brought	1.0	1.6828783952071623e-05	0.00010510261394950596
muzzle don	1.0	1.6828783952071623e-05	0.00023324892077383375
tent waiting	1.0	1.6828783952071623e-05	0.00016593378496554729
baseball game	1.0	1.6828783952071623e-05	0.000266906488677977
yellowing hand	1.0	1.6828783952071623e-05	0.00023324892077383375
hope lay	1.0	1.6828783952071623e-05	0.00017241774975779243
living things	1.0	1.6828783952071623e-05	0.00012933243054293143
juanita wore	1.0	1.6828783952071623e-05	0.00013227621706140403
flesh grew	1.0	1.6828783952071623e-05	0.00014624536987614754
tasteful home	1.0	1.6828783952071623e-05	0.000266906488677977
distant boroughs	1.0	1.6828783952071623e-05	0.00021356050568443403
brothers drove	1.0	1.6828783952071623e-05	0.0001995913528696905
woolen factory	1.0	1.6828783952071623e-05	0.000266906488677977
stubbornly reigning	1.0	1.6828783952071623e-05	0.00023324892077383375
face frowning	1.0	1.6828783952071623e-05	6.974109555329013e-05
mere enlarging	1.0	1.6828783952071623e-05	0.0001995913528696905
line lying	1.0	1.6828783952071623e-05	0.0001550984682516244
mcfeeley looked	1.0	1.6828783952071623e-05	0.00014624536987614754
heavily trouble	1.0	1.6828783952071623e-05	0.00017990293778029075
moon splashed	1.0	1.6828783952071623e-05	0.00017990293778029075
stone monuments	1.0	1.6828783952071623e-05	0.000150470434063952
pearls funny	1.0	1.6828783952071623e-05	0.000266906488677977
hour mysterious	1.0	1.6828783952071623e-05	0.00014624536987614754
confused rifle	1.0	1.6828783952071623e-05	0.00021356050568443403
glowing ivory	1.0	1.6828783952071623e-05	0.00023324892077383375
tiredly monsieur	1.0	1.6828783952071623e-05	0.000266906488677977
yellow sheath	1.0	1.6828783952071623e-05	0.00017241774975779243
answer finnegan	1.0	1.6828783952071623e-05	0.000150470434063952
joshua dover	1.0	1.6828783952071623e-05	0.00023324892077383375
crazy twists	1.0	1.6828783952071623e-05	0.00017990293778029075
compressed eyes	1.0	1.6828783952071623e-05	0.000266906488677977
impervious complete	1.0	1.6828783952071623e-05	0.000266906488677977
local friction	1.0	1.6828783952071623e-05	0.00017241774975779243
wounded men	1.0	1.6828783952071623e-05	0.00017990293778029075
head mollie	1.0	1.6828783952071623e-05	7.058559694882817e-05
woman stubbornly	1.0	1.6828783952071623e-05	9.426729723558308e-05
beehive voices	1.0	1.6828783952071623e-05	0.000266906488677977
gaze continually	1.0	1.6828783952071623e-05	0.0001995913528696905
boy scout	1.0	1.6828783952071623e-05	9.156895828085307e-05
children make	1.0	1.6828783952071623e-05	0.00011681286615980876
local hospital	1.0	1.6828783952071623e-05	0.00017241774975779243
rich mountains	1.0	1.6828783952071623e-05	0.00016021452269089103
twin white	1.0	1.6828783952071623e-05	0.000266906488677977
shouting possession	1.0	1.6828783952071623e-05	0.00016593378496554729
young lawyer	1.0	1.6828783952071623e-05	0.00010686853969734802
galli galli	1.0	1.6828783952071623e-05	0.00021356050568443403
1492 drove	1.0	1.6828783952071623e-05	0.000266906488677977
sharply winston	1.0	1.6828783952071623e-05	0.00023324892077383375
reformed church	1.0	1.6828783952071623e-05	0.00021356050568443403
wearily caressing	1.0	1.6828783952071623e-05	0.00023324892077383375
retained pattern	1.0	1.6828783952071623e-05	0.000266906488677977
stood clutching	1.0	1.6828783952071623e-05	8.65843182825651e-05
fans warsaw	1.0	1.6828783952071623e-05	0.000266906488677977
water stevie	1.0	1.6828783952071623e-05	8.427161423073196e-05
red sports	1.0	1.6828783952071623e-05	0.00013876018185364917
smell lawrence	1.0	1.6828783952071623e-05	0.00016593378496554729
crucial point	1.0	1.6828783952071623e-05	0.000266906488677977
plot kate	1.0	1.6828783952071623e-05	0.00018875603615576766
devilish accuracy	1.0	1.6828783952071623e-05	0.000266906488677977
face worried	1.0	1.6828783952071623e-05	6.974109555329013e-05
retorted confirming	1.0	1.6828783952071623e-05	0.000266906488677977
paths merge	1.0	1.6828783952071623e-05	0.00021356050568443403
unexpected grandiose	1.0	1.6828783952071623e-05	0.00023324892077383375
sidewalks swarming	1.0	1.6828783952071623e-05	0.00021356050568443403
san francesco	1.0	1.6828783952071623e-05	0.000150470434063952
abbe raynal	1.0	1.6828783952071623e-05	0.000266906488677977
erie roundhouse	1.0	1.6828783952071623e-05	0.000266906488677977
lamb rubbing	1.0	1.6828783952071623e-05	0.000266906488677977
dear kate	1.0	1.6828783952071623e-05	0.00018875603615576766
laid steaming	1.0	1.6828783952071623e-05	0.00017990293778029075
steaming towels	1.0	1.6828783952071623e-05	0.000266906488677977
vile creature	1.0	1.6828783952071623e-05	0.00023324892077383375
winston folded	1.0	1.6828783952071623e-05	9.289938688260452e-05
women sat	1.0	1.6828783952071623e-05	0.00012933243054293143
electric signs	1.0	1.6828783952071623e-05	0.0001995913528696905
returning sensing	1.0	1.6828783952071623e-05	0.0001995913528696905
dung covered	1.0	1.6828783952071623e-05	0.000266906488677977
sweet wet	1.0	1.6828783952071623e-05	0.00011907176676424945
china lemon	1.0	1.6828783952071623e-05	0.00018875603615576766
andrei stopped	1.0	1.6828783952071623e-05	0.00012144090034748117
shouting triumphantly	1.0	1.6828783952071623e-05	0.00016593378496554729
missing hands	1.0	1.6828783952071623e-05	0.00018875603615576766
body spoke	1.0	1.6828783952071623e-05	9.861864915726079e-05
asked watching	1.0	1.6828783952071623e-05	7.694801572941505e-05
dingy corridor	1.0	1.6828783952071623e-05	0.000266906488677977
moral disrepute	1.0	1.6828783952071623e-05	0.00023324892077383375
winter twilight	1.0	1.6828783952071623e-05	0.00018875603615576766
